,email,q1,q2,q3,q4,q5
2128,8,熱心回答客戶查詢及提供建議,4,4,熱心,對換里數的機位有限，希望增加
2129,9,,6,6,,
2130,5,,4,3,,
2131,6,,4,3,,
2132,1,Very hard to redeem free ticket or upgrade.  The customer service is not good.,4,1,To redeem free tickets or upgrade,Improve the customer service and the computer system
2133,10,I like the service which is efficient and the staff are very helpful.,7,6,Cities covered,Shorter telephone waiting time.
2134,7,The concern always is you have mileage but it's highly unlikely you can redeem the tickets as wish.,3,1,Fits to my need,Make the redemption easier. Be generous !!
2135,8,,6,5,,
2136,5,Because your mileage doesn't get you much and the ever decreasing mileage points!,1,1,Nothing,Everything
2137,10,One of the best reward program for redeeming air-ticket,6,4,,
2138,4,"program has become totally unattractive since april 2016, more difficult to achieve status",2,4,none,"go back to program which was prior april 2016,  previously we use to fly cathay for miles, status,"
2139,10,Great way to earn free flights especially when combined with an AMEX card,7,4,Free flights,Special offers for business class redemption
2140,8,,7,6,,
2141,0,,1,1,,
2142,8,,5,4,,
2143,10,服務,4,3,,如果sliver 咭可帶多一位朋友入lounge 就最好了。
2144,8,,5,5,,
2145,8,It was a good program but now CX has changed the system and it's not as attractive,5,5,Many rewards to choose,"More new products, easier to redeem flights"
2146,10,It is good people can use it for travel upgrading.,4,4,For travel purposes .,Make it easy for redemption.
2147,6,"Do not know about other airlines' programme, so i cannot compare. So better remain neutral",4,4,"as i said above, i am not familiar with other airline and cannot compare. I am just get used to it.","within all these years i am being a member, it seems the rule is tighter and tigher"
2148,9,A fantastic frequent flyer programmer with many helpful staff.,5,6,It's simple. Just enter the number and you're ready to roll!,It would be fantastic if payment for flight upgrades can be done online.
2149,3,Difficult dealing with staff.,4,4,Flights.,Have happy employees.
2150,7,減少買機票的成本,2,2,品牌優越感,可以增加推廣優惠的次數
2151,8,"Overall, good services and good and smooth process for earning and redemption.",5,6,,
2152,5,it's is acceptable compared with other program,4,5,Air ticket award,No idea
2153,7,,6,5,,
2154,8,,6,6,,
2155,7,"Not easy to get through your phone service, very difficult to get through. Also it is very difficult to understanding the philippine / India accent english, they are not friendly, not helpful, only keep asking same question. Pls get people without an accent.",4,4,Able to accomundate miles while travel with I think best airline Cathy Pacific.,Better phone service.
2156,7,,2,5,很多食肆都可換里數,里數限期可延遲
2157,7,除了乘搭飛機外，很難賺難里數。,5,6,,
2158,10,旅遊旺季時可用里數換機票可減低外遊成本,5,6,可換里不同航空，目的地選擇增多，有換取里數或機票優惠,電話查詢必須加強十倍人手，網站可直接兌換機票，亦可兌換不同地點往來或多重航點機票，例如香港-東京-台北-香港！換取酒店程序可如換機票直接用里數兌換酒店房。更改兌換名單收費太高，建議每年可免費更新一次。
2159,9,,5,3,,Improve the availability of flight redemption
2160,7,free flights and vip service,4,6,upgrades,communicate CX offers better.
2161,8,,6,5,,
2162,10,I can use the miles to redeem free tickets,7,5,Can redeem free tickets,"More channels to earn miles, more promotion such as double or triple miles earning"
2163,9,,6,4,,
2164,10,,6,5,Offer special offers from time to time like concert tickets,
2165,6,more or less same to other loyalty program but brand image is above average,4,4,CX/KA,more seats to redeem flight
2166,1,Redemption procedure not user friendly. Hotels choice little etc,3,2,,
2167,5,some good and some  bad,3,1,,booking system and calling time are very very bad.
2168,8,,5,7,,
2169,7,,5,3,,
2170,3,"Not good enough, not worth recommending.",2,1,"Engagement - but often time it's too much, and if it wasn't relevant, felt like spamming.","More relevant offers, better data mining.
Understand the definition of lifestyle."
2171,8,No other choice for CX,5,4,,
2172,10,,5,4,,
2173,8,,5,4,Can earn by different method,Can have more choice of produce to redeem
2174,10,可以換機票,5,6,,
2175,7,,3,3,,
2176,8,可以賺里數，換機票和禮品,5,5,,
2177,8,真的換到免費機票,2,3,所透過銀行績分換取里數時，應不需手續費,由續分兌換里數，要有效率，現時要5-6星期，應在5-7日比較理想。
2178,9,,6,6,,
2179,6,Online shopping process is not great,4,4,Free flights,Make it easier to shop online and earn
2180,9,Can earn Asiamiles through many financial institutions.,4,3,Earn Asia miles with credit card spending.,Makes redemption of flight easier.
2181,8,Like the mileage redemption scheme.,7,5,Redemption tickets between Taiwan and HK.,More frequent discount on mileage required for redeem tickets.
2182,10,消費之餘亦可以賺到里數換機票,6,6,,
2183,8,,6,3,,與會員多些溝通，改善兌換的方式。
2184,7,,4,2,,
2185,7,Need fixed departure and returning days with charge if any changes.,5,5,Wavie or pay less for the rescheduling for departure and returning dates,consider to give exemption for the old and frequent CX travelers not to pay for the rescheduling.
2186,8,賺取里數絕不困難，但必須先成為會員，所以我會推薦朋友先加入再算。,6,4,經常update會員,"1. 希望多提供禮品給分數較少的會員換領
2. 遺失會員卡的補領代價太大了！"
2187,7,I have been a member of Asia Miles for many years but never got any upgrade before.,6,3,To collect mileages,Provide more options for redeeming the mileages
2188,10,因為换機票比較多選擇,5,6,,
2189,7,,3,6,The choices of airlines are rich,To give note before redemption if the desired product is not available right after application .
2190,5,,4,4,,
2191,8,GOOD REBATE,6,6,,
2192,7,"Asia Miles was my preferred mileage programme, but I now have a bias over Avios.",5,6,Able to redeem free flight tickets award.,Have family account so that family member could combine mileage and use together like the BA Avios.
2193,3,Redemption gift rewards are too limited in selection. And reward points are too expensive rel value,5,7,Redemption process swift and smooth,Get better gifts and reduce reward points required
2194,0,The offers doesn't adjust to our needs,4,4,No idea,Adjust offers according profile
2195,3,Asia Miles is becoming difficult to use if you are only interested in redemption for air seats,5,2,,"A seat is available in a class above , but you can't
Upgrade because your class can't confirm"
2196,4,It's always difficult to secure a ticket redemption,5,1,Special check in and on boarding access,Allocate more tickets for redemption
2197,9,在我旅途中帶來方便,7,6,,
2198,8,Good personal experience with AM overall. Easy to earn miles through its diverse partners network.,6,6,HK-based loyalty program. Good local customer service support. Convenient and easy to earn miles.,Reserve more award seats for redemption. consider concessionary redemption rate for kids.
2199,5,There is no particular advantage comparing to numerous credit cards programs in the market place.,4,3,Flight awards. But it has become more and more difficult to redeem the desirable flight awards.,Lower redemption points for flights. It is now more costly than buying one at discount price.
2200,0,"Service not good 
Economy class only 20 kg another airline 30kg",2,4,,
2201,7,,2,3,,
2202,10,Good system,5,5,,
2203,0,The reason is because the change of the mileage accural policy since April 2016.,1,1,"Before 1st April, 2016, there were a lot of good things about Asia Miles but not now.",To go back to the previous mileage accural policy before 1st April 2016
2204,10,Fast and reliable online booking.,4,7,,
2205,0,"I will not use asia miles in future,  why should I recommen!!",5,5,Priority check in and lounge service,I spend quite a lot to earn miles but redeem ticket didn't count in the club miles to fulfill the re
2206,9,,6,5,Can earn at restaurant,Redeem points for discounts on flights (I.e. Replacing cash)
2207,7,,4,3,,
2208,9,Good customer service,6,6,,
2209,9,Due to the benefit earned (free ticket redemption) after accumulating certain number of mileage.,5,4,Easy to redeem free air ticket with less mileage required.,Hard to redeem free air ticket for business or deluxe economy class in the long haul flight.
2210,3,"Very difficult to redeem the miles to tickets before, not happy about that",4,1,Not difficult to earn miles,Better in Redeem process
2211,9,Good programme but difficult to use points effectively,5,3,It's a part of Cathay,"More reward seats, easier use of points for partner bookings to match with existing flight bookings"
2212,10,Popularity and wide range of benefits,6,5,lots of partners,
2213,7,We no longer live in Asia so most of the offers are inappropriate for me now,5,7,You stay in touch,Make it easier to use miles for flights
2214,7,,5,5,,
2215,7,,5,7,,
2216,7,"Cathay is a great airline, but service and benefits have declined.",7,2,,Improve the ability to redeem upgrades for Diamond fliers - premium economy has killed upgrades!
2217,4,"不知是否機位減少, 或asia miles 用家增加, 相比以前, 現在很難用里數換機票. 
最近幾次, 我都只可以自己買機票.",4,1,服務越趨多元化. 里數可以換領的產品比以前多,"增加每月機位限額,或可否好似 fanfares 咁, 有每月精選地方換領機票"
2218,10,,7,5,,Improve its website so that it is easier to book tickets and pre-assign seats.
2219,8,good,6,6,very good,no
2220,10,免費入會又可以賺取里數,2,2,網頁,宣傳
2221,10,,5,5,,
2222,7,,5,5,,
2223,10,,3,5,,
2224,9,,4,5,,
2225,10,通過信用卡消費，便可輕易地儲飛行里數,7,7,除了兌換機票外，還不定時地推出其他類型的兌換,
2226,8,"if more discount to redeem a ticket, then 10",5,5,can redeem miles,more choices to earn and redeem in a more user friendly way
2227,4,服务越来越差。积分累积困难。更换机票难度高，经常没有位。更改日期又要收费。,2,3,,这个问卷的形式就非常失败。网站速度很慢。
2228,9,,6,2,,
2229,8,,4,4,,
2230,8,,4,5,,
2231,6,Can hardly redeem seats with Cathay Pacific,6,3,,
2232,6,As far as I am known that all is o.k.,5,5,Book tickets is not so easy,Book ticket
2233,8,redemption is easy,5,6,Free Tickets,for free tickets make it easier to reedeem
2234,6,I'm not a frequent flyer and I don't really take advantage of the other features/reward schemes...,4,4,Getting something back from my traveling expenses!,"Partner with more airlines (for example Sing., although they are part of another scheme)."
2235,2,"現在續會的要求提高了很多, 貴賓室的食物不見改善",1,1,,
2236,10,Easy to accumulate  mileage  and  vast selection  for redemption,7,4,Redeem  mileage with top carrier,Adjust the service charges.
2237,6,The new mileage points system has left most frequent flyers with less incentives to fly with Cathay,4,4,,Shld improve the point system to motive flyers to stick with the programme.
2238,9,,6,6,,
2239,9,,4,4,,
2240,8,,1,5,,
2241,10,Its just such a simple and straightforward programne. We spend money - we get miles! :),7,7,Using accumulated miles on Cathay Pacific flights!,"I never do seem to get my ""multiple overseas spending credits"" which are asvertised.."
2242,8,,6,6,,
2243,8,"Generally, a high standard of service except for problems with delays on Dragonair's flights.",6,6,Reasonable price for generally good service,Improve the internet/website and clean the lavatories on Dragonair China flights more often
2244,10,,5,6,,
2245,9,Easy to use,5,5,The concept of redeeming miles easy to understand,
2246,6,打電話hotline常常等好耐,5,3,,聽電話
2247,7,客户代表解答問題有禮細心，但等我時間太長，下午經常無人接線或留言無人覆！廣東話代表太少人！,5,3,客戶代表清晰有耐性,要加強人手接線，線路經常繁忙，留言或电郵永遠無人覆，網上解釋客位class 不太清楚，对熱門地點換票一年前訂都可以無位應与相關航空公司多作合作！
2248,8,Easy to earn & redeem miles . Great Varieties of gifts are also available instead of fight ticket.,5,5,"Much more way to earn miles, like dining in particular restaurant.",More clear & easy to redeem non -CX airlines tickets rewards
2249,10,,4,4,no comment,no comment
2250,8,Simply used for flight redemption and we are used to take CX and KA.,3,5,"Communications
Advertisement",
2251,10,賺取里數，優惠多多。,5,5,優惠內容,暫時沒有意願
2252,6,亞洲萬里通的會藉已與多間銀行信用卡聯結，也不用多作推薦。,6,4,兌換的選擇比以前更多元化和豐富，尤其在演唱會方面。,如果能夠增加多些高級食肆加盟，增加賺取積分機會。
2253,9,because you are good,6,4,let you have some surprise in taking flights or going to trips,to ease up the process of redeeming points
2254,5,,3,3,,"入去換分唔易知道点換,都唔知按那項目才找到換分, 唔係清楚寫出有幾分便換到什麼地方的機票!"
2255,8,,3,5,,
2256,9,,5,5,,
2257,8,,2,1,服務,"用積分兌換機票及upgrade, 現在比之前較困難得多."
2258,7,"CX lounge too crowded 
Should only let business class n first class ticket enter",3,1,Can upgrade higher class seat,"Should reserve upgrade seat to higher tier
Too difficult to redeem flight , always full"
2259,8,,3,6,Points for upgrade and service,New system makes it too hard to earn status.
2260,10,It is a good service,5,3,Upgrades on flights!,be more accessible
2261,8,因確實有積分可換物品.,2,2,我希望在賺里數和兌換物品更可多些.,"如在訂机票時,名字上真的錯了少少,可否出示這卡來証明.當然還需要身份証明文件等."
2262,5,"getting a response on phone takes too tong. I am a senior, any senior line ? less points for ticket",4,6,free airtickets,senior service counter/phone line
2263,8,,3,4,,
2264,9,,5,6,,
2265,10,,2,2,,
2266,5,It's too difficult to redeem flight awards,5,1,Redeem tickets,Increase the quota of redemption for flight reward
2267,8,,3,6,,
2268,10,It's needed for travelers in Asia as I highly rate CX,6,4,Partnership with CX,Store and restaurant signage
2269,8,GOOD SERVICE!,5,5,NIL,NIL
2270,8,,3,3,,
2271,8,"good program, good communication   easy to use for reward travel",6,7,,"natural roll from asia into marco polo, never been made aware that that was needed to move up status"
2272,5,,4,3,,
2273,7,,2,2,,
2274,8,easy to earn miles from credit card and spending,6,5,covered wide range of aspect fot miles earning,multi stop reward ticket can be redeemed online
2275,3,,6,1,,
2276,9,i like the brand and can benefit from the miles for redemption of both tickets and other awards.,5,3,a variety of awards for redemption,"hotline support, no one picks up the phone, ever."
2277,8,可賺里數,4,4,肯問意見,接受多D航空公司的航班里數
2278,6,It is quite disappointed that we need to pay extra money to redeem a ticket during peak seasons.,6,4,"Telephone enquiry provides good service, staff are helpful and can answer most of the queries.",Should allot more tickets for redemption.
2279,10,因喜愛旅行,4,4,當好多時無機票買就可以利用分來換，變得容易安排旅程,組合可以更多
2280,9,Itsvery convenient with lot of benefits and many attractive redeem offer worth collecting Asia miles,6,6,Redeem miles for travelling to overseas for holidays out dream places countries,Already best
2281,10,"permanent miles with no expiration 
many successful cases of ticket redemption",5,5,permanent miles with no expiration,prompt hotline response
2282,9,,6,5,,
2283,9,,4,4,,
2284,9,因為到現在為止，我仍然覺得Marco polo club是最佳的club。,4,4,香港的貴賓室很好，又多元化。,在國內的貴賓室太差，食物質素又差，要急需改善！
2285,5,Because it is difficult to redeem miles on flights when desired,6,1,Free flights when redemption is possible,provide more redemption seats on airlines
2286,7,,3,2,,
2287,7,,4,5,,
2288,10,Easy to use. Love earning my points,5,4,,
2289,10,是非常實用的一個優惠（這當然是指經常需要飛行的人來說）,4,4,實時告知積分狀況，非常透明，比一般信用卡還認真。,尚可推行現有持卡人推薦朋友等加入，給予䅪分奨勵，發揚光大。
2290,7,"A chance to have free flight ticket when we spend money everyday, no cost at all.",5,3,Discount in flight ticket redemption seems attractive.,
2291,8,because all my friends like to travel.,5,3,Can redeem air tickets.,No command
2292,9,Service better from years ago,5,6,,
2293,5,,2,2,Can get at restaurants,Hard to earn with so many different flight classes
2294,8,A user friendly website to redeem the air tickets,5,5,Convenient for sure,
2295,7,"The reward is attractive, but not so easy to get enough miles.",4,5,fligth redemption is attractive,allow upgrade from economy to business
2296,8,Not 10 because Avios is more competitive in terms of retaining miles,6,3,can earn miles through many ways,"Retaining miles, ie. shouldn't be expired so easily"
2297,8,,5,3,,
2298,10,Good customer service & many different choices on flight schedule,7,6,Asia Miles programme is good for flight redemption and many choice for us to choose for vacation.,Better to allow member change booking on the web instead of calling the CS with a long waiting.
2299,5,It's not so easy to find available seats on the flights I want,7,3,Easy to earn,
2300,6,,3,4,,
2301,7,Hard to redeem,4,4,,Setting more quota for the members to redeem tickets
2302,2,It is difficult to earn miles by flying.,1,2,Could not see anything yet.,
2303,10,賺取及兌換的範圍都很廣,5,6,用某些信用卡購物、消費也可以計算里數,考慮增加可兌換的類別如酒店
2304,9,"Because though i like Asia miles
It isnt always easy to redeem miles",4,3,Using it for upgrades!!,"Allocate seats for redemption and 
Let all fares earn asiamiles"
2305,10,for mileage reward,5,4,reward program,"increase training to customer service operators,inconsistent response to questions;shorten wait time"
2306,8,No similar kind of reward (flight ticket) in the market.,2,4,,
2307,8,可以里數兌換機票,5,5,易於賺取量數,更易兌換機票
2308,4,只是普通吸引,3,2,容易加入,提升接線及網站效率
2309,10,用信用卡消費後便可有積分，換機票最理想。,7,7,網頁清晰,打電話查詢任何問題，工作時間要等一小時可能有人聽。
2310,4,,4,3,,
2311,7,,5,2,Can earn miles in many different ways. One login no. to earn miles and check in  . Very convenient.,Many air tickets are not open for redeem.
2312,8,Mileage reward,4,1,None,Improved the hotline. Improved the asking of flight that can be redeemed
2313,10,"Oh good one ,WHY ,!!!!!, this modern world we need to give reasons for our choices, Love it !",5,7,"Says Asia Miles , But we can travel around the world with it , Simply So Wonderful >","All Your services are Human Related, Moods Swings always ,
So do not go for better keep going"
2314,7,可以賺取里數換自己想要的東西,3,5,代換的產品多,
2315,7,Better than average but not the best,6,5,Flexible flight routing,"Family plan, saving miles together"
2316,7,,3,2,,
2317,10,可以免費賺取機票,3,5,訂位操作簡單不複雜,希望改回以往可以免費更改搭機日期及改善熱線電話久等的情況
2318,7,,4,5,,
2319,10,The best mileage program in Hong Kong,7,7,"Many way to earn is mile and in a good conversion rate, easy to book ticket online.",More partners to earn.
2320,10,It's easy and useful,4,2,Earning miles is connected to credit cards,Spend miles to offer in flight wifi access
2321,8,,4,4,,
2322,10,I find the service provided by Asia Mile to be excellent n helpful,4,4,It allows me as a silver card holder to use the business class lounge on each of my trip,ASIA mileage can be upgraded to whatever class I like n not just 1 grade above
2323,7,,5,2,,
2324,10,,6,6,,
2325,8,"Good for people always go travel or trips.
Referral miles as incentives",5,4,Some promotional scheme gives good value.,Can link to credit card other than AE
2326,8,,5,5,,
2327,1,,4,1,Long wait to get the phone through.  Very limited seats availlable during holidays and summer.,Should cancel charges for changing reservation.
2328,7,里數易賺取丶夢想可達到！,5,5,,查詢(熱線電話)難！
2329,7,可以把飛行里數儲起,4,2,可以把飛行里數儲起,無兑換限期
2330,6,,5,1,,
2331,5,Need lots of points before we can redeem any decent items,3,2,,
2332,10,,7,7,,
2333,9,,5,5,,
2334,8,"Based in Hong Kong, Asia Miles' connection with CX and KA covers the most destinations.",4,4,Can redeem tickets for CX and KA,
2335,9,Because service is good,5,7,Service,Waive charges for AE elitecard
2336,8,,5,5,越來越多方法儲積分,"1.兌換越來越苛刻，如以往改日子不用扣里數
2.客戶服務電話長期沒人聽，要留言， 而且必定不是當天回覆"
2337,7,,5,6,,
2338,8,,4,4,,
2339,6,因為可以換機票,2,4,,
2340,7,Because this is the rate I consider appropriate,6,6,The can be used to redeem flights or products,They should be  used to determine the Marco Polo status (as before)instead of the new Points system
2341,10,It's good to be able to redeem free tickets,2,1,"An informative website, rather clear information.",More staff to handle hotline as I have been waiting for over 90 mins until someone answer.
2342,10,,5,3,,
2343,8,,5,5,Redeem airticket,Easier to earn points
2344,10,,7,7,,
2345,6,,2,4,,"Can change the booking through the on line system.
No charges for transfer points to third party"
2346,8,,4,3,,"Need to be more noticable at the partcipating stores and restaurants
It's hard to redeem tickets"
2347,5,No added value for me beyond the option of converting Asia Miles for CX flight benefits.,1,1,Affiliation with CX/option to use miles for flight awards.,"More attractive rewards beyond CX flight awards, better communication, easier process to earn miles."
2348,8,Too many times it does not recognise the correct password (especially on iPhones),5,5,Easy to redeem,See above online login
2349,10,可對換机票,4,4,多些換購禮物,暫時沒有
2350,6,"asia mile is good, but its associate marco polo staff, particularly those at manager level are not",6,7,reward exhange items,advise marco polo to be more considerated.
2351,6,"It is not really worth being recommended, especially when there is not any incentive.",2,3,Can't think of any,Make more places for collecting miles; Miles can be shared with family members free of charge
2352,10,"As a member, I can enjoy very high priority on the wait list. The lounge is very useful too.",5,4,High priority on the wait list and lounge.,More information on miles.
2353,9,Free CX and Dragonair ticket,4,5,Member can choose a variety of products to redeem,Relationship with CX and not only expensive restaurant can redeem more points
2354,10,我覺得很多好處！及有它更加要搭國泰航空,3,4,給會員方便,經濟位真是太窄了
2355,6,,4,4,,
2356,7,Service is generally attentative.  Destinations available for ticket redemption quite attractive.,5,3,Same as above,No extra charge for itinerary change before departure which used to be so.
2357,9,a great way to accumulate points,5,7,,
2358,8,因覺得多了途徑賺取里數,5,4,hotline 幫到手,
2359,3,Always full and wait for the last minute to confirm.  I rather to buy a cheap flight's ticket,4,1,I can't think of,To confirm asap n need to call up asap
2360,10,,4,2,,
2361,10,,4,5,,
2362,8,,5,6,,
2363,8,,4,5,,
2364,7,Widely accepted by different vendors. But very disappointed that redemption for hotel stay is gone.,3,5,Widely used by different vendors,Reintroduce hotel redemption and with a wider selection in the brand and star of it.
2365,9,,6,3,,Improve hotline response. It's extremely difficult to reach your Cantonese customer representative
2366,7,"It's simple to earn miles, but difficult to redeem, particularly for destinations like Toronto.",7,2,Simple.,More seats on north american routes.  Faster pick-up time.
2367,10,,7,6,,
2368,7,一齊儲miles一齊去旅行,5,4,,
2369,8,,4,4,,
2370,7,,3,3,,To much restricted !!  For my opinion !!
2371,8,10分滿分，在現今世界有8分已經很高，至於剩下的2分是有待改進,5,4,有奬勵積分已經係一個好計劃，又可以換不同產品，賺咗乘客錢再回贈些少出來，是不錯的做法,（1）就算早到一年前想兌換假期日子的機票都比較難（2）電話熱線要等太久
2372,10,I travel a lot n prefer direct flights. CX provides a lot of direct flights to many cities.,5,7,Can allow me to travel by CX,Offer more channels to earn miles
2373,8,waiting/queuing time can be long at times,5,4,it links with credit card spending,to increase and expand the flight partners into the program
2374,0,,1,1,,
2375,10,,5,2,,
2376,7,Coverage of airlines is not broad enough. Choices of hotel redemotion are limited.,6,6,,Provide more options for hotel redemption
2377,10,I feel that the staff always try to help and when my requests are unsuccessful I can understand.,6,5,Being able to waitlist 3 flights on each sector requested,Contact Asia Miles on the telephone is a nightmare. Promise to return call almost never occurs.
2378,0,Flights always full,5,1,,Make more seats available
2379,8,I feel that the new mileage accrual isn't good enough but mileage for flights redemption is good val,5,5,Flight redemption,Access to more seats on busy flights
2380,10,免費機票,4,7,能提供信用卡配合賺取里數,某些信用卡如兌換里數不用手續費會更好
2381,8,,4,6,,
2382,3,"Service level of cabin crew of CX is downgrading, food quality is poor. New mileage program is hush.",2,3,One world alliance,Easy for member to redeem flights with better departure time
2383,8,Just to accumulate more miles to earn free ticket,2,2,Airticket redemption,Improve the phone service & not to queue too long and the phone line is always busy!!
2384,7,,4,5,,
2385,6,,3,4,,
2386,10,"Redeem is easy, transfer is good",7,7,Can transfer to others,Direct redeem from website
2387,10,因為他有各方面的安排，也能滿足客戶的需求服務,4,4,能夠安排多方面的娛樂,接線生的服務應該增加，等候電話解答的時間非常長
2388,5,,4,4,,
2389,8,用飛行里數換機票。,4,5,涉及的層面尚算多元化。,涉及的層面可大眾化些，例如在大型連鎖店購物也可賺取飛行里數。
2390,1,,2,1,,
2391,5,It's very difficult to use miles for award tickets or upgrades on CX. The iShop offering is limited.,6,1,,Make it easier for good customers to get award tickets and upgrades.
2392,8,Efficient web site with updates clearly accessible on website,4,6,,Have more bonus points promotion for more users
2393,5,想不到有什麼值得高過5分,4,3,積分可累積超過一年,累積積分無限期
2394,8,,5,4,The number of partners,The redemption of miles is too complex
2395,10,good promotion and interesting,5,5,link with cathay pacific,get mote promotions
2396,8,,5,3,,
2397,9,I like the ticket redemption program and various way for me to collect Asia miles from my daily life,4,4,Allow various way to earn miles and have great program with credit card,Too difficult to redeem tickets and which is the ultimate goal for most of us to join the program.
2398,8,Many activities that allow points to be earned and spend.,7,6,Connection with many other vendors,Add more vendors!
2399,8,,3,6,,
2400,8,,5,3,,
2401,7,has a large variety of choices for redemption,4,5,has a lot of choices for redemption,the required milage in order to redeem ticketing is quite high
2402,5,I actually the cx green member and just start using asia mile web page so I need time to adapt,2,7,Free enrollment and can redeem ticket not only cathay pacific airticket. But the privilege is far be,"I still not know how do asiamiles operate,I know MarcoPolo can accumulate points for 5 yrs n am is 3"
2403,9,,5,6,,
2404,3,Very difficult to put through a photo call for redeeming airtickets !,5,1,,do better on customer services
2405,10,,3,5,,
2406,8,meet my expectation,5,6,number of airlines,Telephone system seems to be busy most of the time
2407,8,Redemption.,2,1,Web Page,"多點人聽電話, 多一點機票可以換."
2408,8,More opportunities to earn miles,5,3,Covering more redemption options and can redeem with many airlines,Easier redemption on flights and better hotline representatives and cut down on hotline wait time
2409,1,"poor service, never response customer services",1,1,Nothing,massively improved customer services and easier redeem system would be the first thing to do.
2410,8,,1,3,,
2411,8,it is quite easy to use and some of the customer representative are quite good,5,4,easy to use,cover for more organization to earn miles
2412,9,It's the most popular mileage program in HK and there is a broad range of rewards.,6,5,Marketing and brand management,Ease of redeeming reward flights
2413,8,Not the best,5,6,quite easy to earn miles,Redemption miles high as compared to many other programmes
2414,8,,5,4,,
2415,7,,6,4,,
2416,10,,5,3,,It is becoming more and more difficult to redeem flights and upgrade flights
2417,8,,4,5,,
2418,5,,1,1,,
2419,6,The user experience of Asia Miles is too ordinary,4,3,earn miles from actual flying or inflight shopping,Improve the user experience especially connected to Macro Polo Club services.
2420,5,因為可以用哩數換機票,4,1,職員接電話比以前快些！,兌換獎勵機票比以前困難好多，時常都要 waiting list，尤其是由香港直航來回北海道的機票更困難，因為在一年前預訂都沒有位！
2421,8,,3,4,,
2422,10,,3,7,,"改名收費太貴,希望能夠改善"
2423,8,This is a good loyalty program .,5,3,Redeem tickets .,I think Asia Miles is good enough .
2424,6,"Considerably more difficult to retain status than Star.
Was still denied Boarding on Business class",3,6,Credit cards for earning miles.,
2425,10,储分方式比较多，经常也有些回馈活动，挺好的。,5,5,储分方式比较多，经常也有些回馈活动，挺好的。,建议优惠及回馈活动多一些，并建议协调各大发卡机构降低兑换比率，可以更快储分。
2426,10,Great program to encourage people to spend  n redeem more points in an easy way,5,5,Tickets,Better have more special promotions with less dollar spent with more points
2427,9,可換機票,4,4,,希望容易點換機票及多點航班選擇
2428,6,,4,4,,
2429,8,The service at Asia Miles is excellent however the program is inferior to its competitors.,2,6,Customer service,be more competitive with your competitors and charge less miles to benefit
2430,3,The points are more valuable for higher club statuses. Same points can do more for Gold members...,6,2,Allows you to redeem flights,Make it a fairer system.
2431,8,There are many ways to earn Asia Miles than just flying. It is associated with HK's flagship airline,6,1,Easy to earn miles,Too difficult to redeem award flights
2432,7,The website response is too slow.,5,5,,
2433,6,,5,6,,
2434,9,"身邊的朋友大多數喜歡旅行，而「亞洲萬里通」提供了一個方便,優惠,資訊既旅行平台。",4,5,客服務，網站資訊都做得不錯,多些優惠積分換機票，酒店
2435,7,,1,1,,
2436,8,can redeem air ticket,4,5,,not easy to earn
2437,8,,4,4,,
2438,7,Due to a steady drop in the overall quality of the service.,4,4,Routes to many Asian countries at convenient times.,"Restore service quality to its early days (food, leg room, seat width, cabin crew)"
2439,9,Cannot give 10 because nothing is perfect.,6,6,Has a good network of airlines.,Hope it is equally easy to redeem points for tickets or upgrade for all airlines in the network.
2440,10,"可儲里數換免費機票, 仲要坐國泰. 間中仲有優惠有折扣里數, 十分抵!",5,5,"網上換機票, 清楚易用, 一目了然.","但有時網上做唔到, 想打電話查詢就難好多, 要等好耐. 另例如換北海道機票更難換, 差不多要1年前."
2441,10,,5,4,,
2442,10,,4,4,,
2443,7,,4,2,,
2444,8,,4,6,Average quite good,"Hope can improve phone system, always lines are busy."
2445,8,因国泰航空是当今动荡不安世界里，最安全，服务佳，食物可口的公司，希望更多人有机会享受。,5,2,短程希望不要单发包子，可以提供简便水果或炒饭让乘客选择,尽可能节约，不必要胶刀叉之类不派发，黄油等食品有须要乘客可索取
2446,4,好難對換機票,1,1,,
2447,10,it is a well established system from insurance to travelling information to life style,7,5,global,call centre services
2448,8,As far as good,6,6,Easy to redeem air ticket,No idea at the moment
2449,8,,5,2,,
2450,5,Doesn't compare very well to other FFPs.,3,2,The multi-carrier awards,"Redemption availability, especially for Cathay."
2451,10,,7,7,,
2452,8,,4,3,,
2453,7,,4,4,,
2454,10,,7,7,,
2455,10,,6,5,,Better seat availability during more peak periods and popular destinations.
2456,8,,3,3,,
2457,10,It is a good programme,5,5,Easy to handle. Simple.,Easier to upgrade to First Class from Business Clasd
2458,8,,3,3,,不了介所以没办法帮忙，
2459,10,使用亞洲萬里通 兑換機票非常方便,6,7,方便,没有
2460,3,,3,5,,
2461,5,"即使儲夠里數都是很困難換到心儀的機票,特別是在旺季,本人曾於360天前致電還不能成功兌換,致電服務熱線非常浪費時間,旺旺需要一小時以上才能接通",3,3,"提供多些獎勵機票,增加人手",多些推廣優惠兌換機票和引入多些商户
2462,7,可以用不同途径消费，换取飛行里数,5,1,兑換方便，可以從多類型消费换取积分,hot line太难接通。兑换机位过少，希望能提供更多机位予兑换。开放更多航线及航班予兑换
2463,10,,5,5,There is a large offer of services to gain miles,
2464,5,,3,3,,
2465,7,,1,1,,
2466,8,,5,5,,
2467,8,good program,5,5,,Cathay needs to revert back to their old FF program !!!!!!!!!!!!!!!!!
